code,kr-name
01,전
02,답
03,과수원
04,목장용지
05,임야
06,광천지
07,염전
08,대
09,공장용지
10,학교용지
11,주차장
12,주유소용지
13,창고용지
14,도로
15,철도용지
16,제방
17,하천
18,구거
19,유지
20,양어장
21,수도용지
22,공원
23,체육용지
24,유원지
25,종교용지
26,사적지
27,묘지
28,잡종지
