PNU,Year,Month,Price,DealArea,PblntfPclnd,RegstrSe,Lndcgr,LndpclAr,PrposArea1,PrposArea2,LadUseSittn,TpgrphHg,TpgrphFrm,RoadSide,PclndIndex,PclndChgRt,AcmtlPclndChgRt,LargeClPclndIndex,LargeClPclndChgRt,LargeClAcmtlPclndChgRt,PPI,CPI,MT1,MT1_500m,MT1_1000m,MT1_3000m,CS2,CS2_500m,CS2_1000m,CS2_3000m,PS3,PS3_500m,PS3_1000m,PS3_3000m,SC4,SC4_500m,SC4_1000m,SC4_3000m,AC5,AC5_500m,AC5_1000m,AC5_3000m,PK6,PK6_500m,PK6_1000m,PK6_3000m,OL7,OL7_500m,OL7_1000m,OL7_3000m,SW8,SW8_500m,SW8_1000m,SW8_3000m,BK9,BK9_500m,BK9_1000m,BK9_3000m,CT1,CT1_500m,CT1_1000m,CT1_3000m,AG2,AG2_500m,AG2_1000m,AG2_3000m,PO3,PO3_500m,PO3_1000m,PO3_3000m,AT4,AT4_500m,AT4_1000m,AT4_3000m,AD5,AD5_500m,AD5_1000m,AD5_3000m,FD6,FD6_500m,FD6_1000m,FD6_3000m,CE7,CE7_500m,CE7_1000m,CE7_3000m,HP8,HP8_500m,HP8_1000m,HP8_3000m,PM9,PM9_500m,PM9_1000m,PM9_3000m,LandUsePlans
4476039028201300002,2016,5,3086,32314.0,2080,Re2,Lc05,32314,A171,A200,Us720,Hg03,Fm07,Rs10,88.621,0.141,0.795,86.001,0.151,0.7,97.86,95.63,4158,0,0,0,4562,0,0,0,2611,0,0,1,2616,0,0,1,7107,0,0,0,4009,0,0,0,3750,0,0,0,20000,0,0,0,9051,0,0,0,8237,0,0,0,4197,0,0,0,2762,0,0,2,399,2,5,64,4708,0,0,0,2510,0,0,5,4088,0,0,0,4088,0,0,0,4032,0,0,0,UFM200(2)/UFM110(2)/UJC100(3)/UQB300(2)/UEA110(3)/UEG100(3)/UQC001(2)/UMZ100(1)/UQB200(3)
4476042021201040003,2015,3,3217,9976.0,2820,Re2,Lc05,9976,A162,A271,Us720,Hg03,Fm07,Rs08,86.945,0.097,0.227,84.356,0.145,0.267,100.84,94.596,4192,0,0,0,4534,0,0,0,1629,0,0,1,1632,0,0,1,5725,0,0,0,3918,0,0,0,2849,0,0,1,20000,0,0,0,7503,0,0,0,6910,0,0,0,4243,0,0,0,4094,0,0,0,98,3,7,60,4487,0,0,0,1339,0,0,7,4106,0,0,0,2716,0,0,1,4023,0,0,0,UFM200(2)/UFM110(2)/UQB300(2)/UEG100(3)/UQC001(2)/UMZ100(1)/UQB200(3)
4476038022200340000,2013,1,6148,8132.0,2170,Re2,Lc05,8132,A171,A200,Us720,Hg03,Fm07,Rs12,85.551,0.087,0.087,82.397,0.067,0.067,104.96,92.728,3719,0,0,0,4142,0,0,0,802,0,1,2,802,0,1,2,4729,0,0,0,4412,0,0,0,2590,0,0,1,20000,0,0,0,6878,0,0,0,6551,0,0,0,5003,0,0,0,3787,0,0,0,732,0,2,50,4246,0,0,0,341,1,2,7,3990,0,0,0,2368,0,0,1,4923,0,0,0,UQC001(1)/UMZ100(3)/UFM110(1)/UEG100(3)/UMZ100(1)/UQB100(3)/UFM200(3)
4476038022111610004,2020,4,27184,6915.7,14000,Re1,Lc02,6915.7,A171,A200,Us610,Hg02,Fm03,Rs08,95.248,0.102,0.459,93.577,0.095,0.453,101.93,99.5,3782,0,0,0,3733,0,0,0,1012,0,0,2,1009,0,0,2,3842,0,0,0,3993,0,0,0,2265,0,0,1,20000,0,0,0,6215,0,0,0,5796,0,0,0,4296,0,0,0,3878,0,0,0,850,0,1,43,3968,0,0,0,565,0,2,7,4034,0,0,0,2143,0,0,1,5591,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4476035030109680000,2021,6,33269,8447.6,14500,Re1,Lc02,8447.6,A171,A200,Us610,Hg02,Fm03,Rs08,97.476,0.186,1.13,96.4,0.247,1.375,109.22,102.05,3614,0,0,0,3557,0,0,0,1687,0,0,2,1693,0,0,2,2900,0,0,1,3559,0,0,0,2334,0,0,1,20000,0,0,0,5623,0,0,0,5077,0,0,0,3588,0,0,0,3521,0,0,0,1090,0,0,28,3319,0,0,0,1059,0,0,7,3102,0,0,0,2344,0,0,1,5440,0,0,0,UQC001(1)/UMZ100(2)/UEA110(1)
4476031036104900009,2015,6,19644,5217.7,14500,Re1,Lc02,5217.7,A171,A200,Us610,Hg02,Fm03,Rs08,87.19,0.102,0.51,84.66,0.172,0.628,100.82,94.909,3222,0,0,0,1996,0,0,1,1654,0,0,6,1579,0,0,4,892,0,1,1,1583,0,0,3,1087,0,0,3,20000,0,0,0,4240,0,0,0,3405,0,0,0,2518,0,0,1,1434,0,0,3,751,0,2,40,1269,0,0,4,882,0,1,17,1028,0,0,4,3372,0,0,0,3796,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4476031036104960003,2017,4,23557,10671.5,15000,Re1,Lc02,10671.5,A171,A200,Us610,Hg02,Fm03,Rs08,90.039,0.161,0.648,87.622,0.194,0.687,101.48,97.442,3297,0,0,0,1690,0,0,2,1335,0,0,7,1257,0,0,4,643,0,1,1,1260,0,0,5,776,0,1,3,20000,0,0,0,4063,0,0,0,3176,0,0,0,2234,0,0,1,1111,0,0,3,555,0,1,47,958,0,1,5,581,0,1,22,720,0,1,4,3140,0,0,0,3567,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4476031035104640001,2019,5,53630,3636.0,22000,Re1,Lc01,3636,A171,A200,Us610,Hg02,Fm07,Rs08,93.803,0.21,0.819,92.31,0.142,0.71,103.79,99.652,3284,0,0,0,332,1,1,5,281,2,2,10,656,0,1,4,1305,0,0,8,542,0,1,9,460,1,2,4,20000,0,0,0,3062,0,0,0,2006,0,0,1,904,0,1,2,640,0,1,2,636,0,4,58,390,3,3,6,227,6,7,46,486,1,3,7,1844,0,0,1,2388,0,0,1,UQC001(1)/UEA110(1)/UMZ100(1)
4476031038101280000,2013,7,18421,2204.0,19100,Re1,Lc02,2204,A171,A200,Us610,Hg03,Fm07,Rs10,85.707,-0.011,0.268,82.721,0.041,0.46,104.53,92.909,3162,0,0,0,1069,0,0,5,1053,0,0,10,1306,0,0,4,2278,0,0,8,518,0,4,10,1003,0,0,3,20000,0,0,0,3178,0,0,0,2031,0,0,1,1073,0,0,2,1568,0,0,3,34,2,12,70,165,1,2,6,792,0,6,46,1186,0,0,7,1545,0,0,1,2283,0,0,1,UQC001(1)/UEA120(1)/UBB200(1)/UMZ100(1)
4476031022107360001,2021,11,26411,6393.0,23800,Re1,Lc02,6393,A162,A200,Us610,Hg03,Fm05,Rs10,98.498,0.226,2.191,97.527,0.234,2.561,113.23,103.87,2866,0,0,1,1942,0,0,5,1804,0,0,7,2024,0,0,3,2788,0,0,2,931,0,1,10,1880,0,0,4,20000,0,0,0,2577,0,0,1,2634,0,0,1,1897,0,0,7,2268,0,0,5,77,8,16,77,1015,0,0,8,1214,0,0,61,1955,0,0,14,2085,0,0,3,2563,0,0,3,UQB200(3)/UMZ100(1)/UQB300(1)/UFM200(3)
4476032028100390006,2022,7,10207,6074.0,4580,Re1,Lc05,6074,A164,A200,Us720,Hg03,Fm05,Rs10,99.829,0.143,1.162,99.227,0.209,1.497,120.44,108.73,1772,0,0,1,1568,0,0,3,1576,0,0,6,2068,0,0,3,3272,0,0,0,1548,0,0,6,1717,0,0,2,20000,0,0,0,1486,0,0,1,3238,0,0,0,1471,0,0,6,1193,0,0,4,757,0,4,74,1507,0,0,6,828,0,1,47,1486,0,0,9,1454,0,0,3,1471,0,0,2,UIA200(2)/UQT100(3)/UFM200(1)/UIA100(3)/UQB100(1)/UJB100(2)/UMZ100(1)
4476032024200140060,2020,6,4390,11388.0,3980,Re2,Lc05,11388,A164,A271,Us720,Hg03,Fm07,Rs12,95.472,0.119,0.695,93.854,0.185,0.751,102.48,99.71,1183,0,0,1,1026,0,0,1,712,0,1,2,1413,0,0,2,4490,0,0,0,1055,0,0,2,1141,0,0,2,20000,0,0,0,961,0,1,1,2231,0,0,1,992,0,1,5,651,0,1,4,75,1,5,77,1396,0,0,2,341,2,11,31,937,0,5,8,931,0,1,2,945,0,2,2,UFM200(2)/UQB100(2)/UFM110(2)/UMZ100(2)/UQC001(2)/UQB100(3)/UFM200(3)
4476032022200140006,2013,11,3282,21322.0,3590,Re2,Lc05,21322,A143,A200,Us720,Hg04,Fm07,Rs12,85.844,0.094,0.429,82.88,0.046,0.654,104.13,93.116,645,0,1,1,771,0,1,1,520,0,2,2,520,0,2,2,5228,0,0,0,822,0,1,1,676,0,1,2,20000,0,0,0,828,0,1,1,2491,0,0,1,712,0,5,5,721,0,3,4,282,2,3,54,1236,0,0,3,295,1,24,30,693,0,8,9,752,0,2,2,812,0,2,2,UFM200(1)/UOC520(3)/UQA430(1)/UFM120(3)/ZK0014(2)/UQK110(3)/UMZ100(1)
4476032035200690000,2016,6,9289,13672.0,1850,Re2,Lc05,13672,A162,A200,Us720,Hg04,Fm07,Rs12,88.748,0.144,0.939,86.162,0.188,0.888,98.09,95.611,2095,0,0,1,2289,0,0,1,1813,0,0,2,1765,0,0,2,6629,0,0,0,2321,0,0,1,1758,0,0,3,20000,0,0,0,2366,0,0,1,2953,0,0,1,2206,0,0,5,2177,0,0,4,430,1,5,46,1316,0,0,3,1803,0,0,29,1316,0,0,9,2254,0,0,2,2346,0,0,2,UQB300(2)/UFM200(1)/UQB100(3)/UMZ100(1)
4476032036100730001,2019,7,19362,23860.0,12200,Re1,Lc01,23860,A164,A200,Us510,Hg03,Fm07,Rs08,94.16,0.185,1.202,92.555,0.121,0.977,103.5,99.187,2832,0,0,1,3023,0,0,0,2553,0,0,2,2505,0,0,2,7369,0,0,0,3057,0,0,0,2004,0,0,3,20000,0,0,0,3099,0,0,0,2878,0,0,1,2942,0,0,3,2915,0,0,2,340,1,3,46,579,0,1,2,2046,0,0,17,579,0,1,3,2989,0,0,1,3079,0,0,0,UQB100(2)/UMZ100(2)/UFM200(3)
4476032036200050000,2018,10,8575,38481.0,2200,Re2,Lc05,38481,A171,A200,Us720,Hg03,Fm07,Rs06,92.787,0.144,1.737,91.478,0.14,2.073,104.26,100.041,4184,0,0,0,4647,0,0,0,4167,0,0,0,4116,0,0,0,8909,0,0,0,4678,0,0,0,3366,0,0,0,20000,0,0,0,4726,0,0,0,3757,0,0,0,4564,0,0,0,3966,0,0,0,397,1,6,72,1070,0,0,2,1162,0,0,3,1070,0,0,1,4612,0,0,0,4705,0,0,0,UQC001(1)/UFM110(1)/UFP100(2)/UQB300(3)/UMZ100(1)
4479036027200330000,2019,4,1279,60496.0,1210,Re2,Lc05,60496,A171,A262,Us720,Hg04,Fm07,Rs12,94.75,0.113,0.526,92.179,0.154,0.567,103.68,99.481,4822,0,0,0,5833,0,0,0,5009,0,0,0,5003,0,0,0,10070,0,0,0,4046,0,0,0,4278,0,0,0,20000,0,0,0,5218,0,0,0,4492,0,0,0,5751,0,0,0,4543,0,0,0,503,0,3,66,445,1,1,3,835,0,1,3,2237,0,0,1,5798,0,0,0,5891,0,0,0,UFM200(2)/UFM110(2)/UQC001(3)/UJB100(2)/UQB300(2)/UQC001(2)/UMZ100(1)/UQB200(3)/UQW100(2)
4479036028200260001,2019,5,1738,51769.0,1060,Re2,Lc05,51769,A171,A263,Us720,Hg04,Fm07,Rs12,94.845,0.101,0.627,92.31,0.142,0.71,103.79,99.652,4424,0,0,0,5943,0,0,0,4558,0,0,0,4550,0,0,0,10098,0,0,0,3883,0,0,0,4022,0,0,0,20000,0,0,0,5780,0,0,0,4797,0,0,0,5859,0,0,0,4127,0,0,0,446,1,3,65,1007,0,0,3,614,0,1,5,2416,0,0,1,5906,0,0,0,6003,0,0,0,UFM200(2)/UFM110(2)/UQB300(3)/UQC001(3)/UQC001(2)/UMZ100(1)/UQB200(2)
4476032032101370005,2016,10,11029,1360.0,10500,Re1,Lc20,1360,A162,A200,Us530,Hg02,Fm07,Rs06,89.223,0.15,1.48,86.738,0.179,1.562,98.59,96.379,6093,0,0,0,7389,0,0,0,6064,0,0,0,6049,0,0,0,8191,0,0,0,2027,0,0,3,4119,0,0,0,20000,0,0,0,6108,0,0,0,2855,0,0,1,7797,0,0,0,5758,0,0,0,391,3,7,70,804,0,1,6,472,1,1,12,1854,0,0,1,7845,0,0,0,7938,0,0,0,UQB300(1)/UMZ100(1)
4479032026100230002,2016,6,35812,1815.0,9970,Re1,Lc08,1815,A163,A200,Us510,Hg02,Fm07,Rs12,90.376,0.115,0.937,86.162,0.188,0.888,98.09,95.611,6340,0,0,0,6818,0,0,0,6405,0,0,0,6403,0,0,0,7590,0,0,0,1375,0,0,5,4167,0,0,0,20000,0,0,0,6528,0,0,0,2173,0,0,1,7776,0,0,0,6204,0,0,0,248,2,11,77,139,1,1,8,1110,0,0,19,1342,0,0,1,7782,0,0,0,7792,0,0,0,UQB200(1)/UEG100(3)/UMZ100(1)/UQB200(3)/UFM200(3)
4479032026200020000,2014,12,1621,43179.0,646,Re2,Lc05,61919,A171,A263,Us720,Hg03,Fm07,Rs12,88.464,0.045,0.556,84.131,0.129,1.386,102.14,94.006,6145,0,0,0,6291,0,0,0,6013,0,0,0,6016,0,0,0,7000,0,0,0,525,0,1,6,4580,0,0,0,20000,0,0,0,7253,0,0,0,1349,0,0,1,7193,0,0,0,5801,0,0,0,149,3,12,75,426,1,3,7,690,0,3,20,808,0,1,1,7189,0,0,0,7198,0,0,0,UFM200(2)/UFM110(2)/UEG100(3)/UQC001(2)/UMZ100(1)/UQB200(2)
4479032025101780007,2019,2,65876,3036.0,46400,Re1,Lc08,3036,A164,A200,Us230,Hg02,Fm08,Rs08,94.493,0.115,0.254,91.896,0.124,0.258,103.02,99.311,4767,0,0,0,5299,0,0,0,4635,0,0,0,4638,0,0,0,5878,0,0,0,286,3,3,8,4274,0,0,0,20000,0,0,0,6218,0,0,0,261,1,1,1,6081,0,0,0,4396,0,0,0,267,4,12,71,313,1,1,8,98,7,12,19,1634,0,0,1,6060,0,0,0,6066,0,0,0,UQM110(1)/UQB100(1)/UQC001(3)/UFM110(3)/UMZ100(1)/UQB200(3)
4479032028104320002,2014,3,27575,9066.0,631,Re1,Lc05,9066,A181,A200,Us720,Hg03,Fm07,Rs12,88.107,0.01,0.149,83.17,0.08,0.227,104.74,94.153,2148,0,0,1,4113,0,0,0,2046,0,0,1,2049,0,0,1,4129,0,0,0,345,1,3,5,1622,0,0,2,20000,0,0,0,4289,0,0,0,403,1,1,1,4126,0,0,0,1694,0,0,2,101,6,11,82,347,1,4,7,309,1,1,18,1152,0,0,2,4191,0,0,0,4249,0,0,0,UMA200(1)/UMZ100(3)/UQD001(1)/UQB300(3)/UMB200(1)/UMZ100(1)/UFM120(1)/UFM200(3)
4479032021100190000,2016,3,96722,1861.0,10600,Re1,Lc01,1861,A163,A200,Us530,Hg02,Fm07,Rs08,90.004,0.283,0.521,85.746,0.184,0.401,97.5,95.393,1738,0,0,1,3692,0,0,0,1746,0,0,1,1746,0,0,1,3688,0,0,0,1479,0,0,3,1574,0,0,4,20000,0,0,0,3725,0,0,0,1467,0,0,1,3650,0,0,0,1506,0,0,2,348,2,7,90,817,0,2,9,1378,0,0,10,1655,0,0,2,3723,0,0,0,3799,0,0,0,UMZ100(1)/UQB200(1)/UFM200(3)
4479032021200380001,2022,6,11000,24160.0,2490,Re2,Lc05,24160,A163,A271,Us720,Hg04,Fm05,Rs10,99.544,0.16,0.993,99.021,0.206,1.285,120.1,108.21,1766,0,0,1,3475,0,0,0,1813,0,0,1,1813,0,0,1,3440,0,0,0,2023,0,0,4,1770,0,0,4,20000,0,0,0,3511,0,0,0,2014,0,0,1,3465,0,0,0,1672,0,0,2,333,1,10,88,370,1,1,9,1617,0,0,11,1740,0,0,2,3542,0,0,0,3546,0,0,0,UFM200(2)/UQB100(2)/UFM110(2)/UQN140(1)/UEG100(3)/UQC001(2)/UMZ100(1)/UQB200(2)/UQQ300(1)
4479032033104060000,2015,1,14860,3230.0,6360,Re1,Lc01,3230,A163,A200,Us610,Hg03,Fm07,Rs12,88.521,0.064,0.064,84.172,0.048,0.048,100.89,94.643,2736,0,0,1,3929,0,0,0,2817,0,0,1,2816,0,0,1,3834,0,0,0,2600,0,0,1,2740,0,0,3,20000,0,0,0,3977,0,0,0,3124,0,0,0,3940,0,0,0,2692,0,0,2,207,2,8,97,653,0,2,8,2616,0,0,5,2765,0,0,1,4073,0,0,0,3930,0,0,0,UQB200(1)/UMZ100(1)
4479032033200060001,2015,10,3112,16066.0,1330,Re2,Lc05,16066,A162,A271,Us720,Hg03,Fm07,Rs12,89.181,0.276,0.811,85.092,0.165,1.143,98.71,94.966,3992,0,0,0,3107,0,0,0,4093,0,0,0,4092,0,0,0,4503,0,0,0,3027,0,0,0,1620,0,0,1,19752,0,0,0,4496,0,0,0,4568,0,0,0,4587,0,0,0,3935,0,0,0,226,3,9,115,1184,0,0,4,1197,0,0,2,3276,0,0,0,4774,0,0,0,4579,0,0,0,UFM200(2)/UFM110(2)/UQC001(3)/UQB300(2)/UEG100(3)/UQC001(2)/UMZ100(1)/UQB200(3)/UFM200(3)
4479031021109290004,2015,2,22956,2483.0,12600,Re1,Lc02,2483,A163,A200,Us610,Hg02,Fm04,Rs08,88.554,0.037,0.101,84.234,0.074,0.122,100.96,94.587,3629,0,0,0,1934,0,0,1,3835,0,0,0,3794,0,0,0,5247,0,0,0,3020,0,0,0,1256,0,0,1,18887,0,0,0,5126,0,0,0,5424,0,0,0,5292,0,0,0,3634,0,0,0,87,4,13,107,1879,0,0,3,438,1,1,10,2171,0,0,1,5523,0,0,0,5304,0,0,0,UQB200(1)/UMZ100(1)
4479031021100520001,2020,9,3231,14545.0,867,Re1,Lc05,14545,A171,A262,Us720,Hg04,Fm07,Rs12,96.39,0.16,1.024,94.483,0.22,1.426,103.42,100.74,2548,0,0,1,1056,0,0,1,2752,0,0,1,2711,0,0,1,6148,0,0,0,1938,0,0,1,1883,0,0,2,18282,0,0,0,5965,0,0,0,6278,0,0,0,5672,0,0,0,2551,0,0,4,221,5,10,100,2879,0,0,1,989,0,1,14,1476,0,0,1,6423,0,0,0,6194,0,0,0,UFM200(2)/UFM110(2)/UQC001(3)/UQB300(2)/UQC001(2)/UMZ100(1)/UQB200(3)
4479031023200440007,2019,5,1189,36009.0,1170,Re2,Lc05,36009,A171,A200,Us720,Hg04,Fm07,Rs12,94.845,0.101,0.627,92.31,0.142,0.71,103.79,99.652,1713,0,0,1,1017,0,0,1,1901,0,0,1,1859,0,0,1,6994,0,0,0,1066,0,0,1,1146,0,0,2,17987,0,0,0,6786,0,0,0,6636,0,0,0,5659,0,0,0,1702,0,0,4,449,1,10,92,3697,0,0,0,931,0,5,14,1536,0,0,2,7266,0,0,0,7035,0,0,0,UMZ100(2)/UFM110(1)/UQC001(3)/UQC001(1)
4479031025201970001,2016,10,1086,46016.0,356,Re2,Lc05,46016,A171,A200,Us720,Hg04,Fm07,Rs12,90.811,0.158,1.423,86.738,0.179,1.562,98.59,96.379,969,0,1,1,1634,0,0,1,1096,0,0,1,1053,0,0,1,7685,0,0,0,311,1,1,1,678,0,1,1,17746,0,0,0,7663,0,0,0,5842,0,0,0,5815,0,0,0,915,0,2,4,237,2,5,84,4389,0,0,0,885,0,3,14,1802,0,0,2,7751,0,0,0,7625,0,0,0,UQC001(1)/UFR100(1)/UMZ100(1)/UQB200(3)/UFM120(1)
4479031024108130009,2015,8,33260,3962.1,14700,Re1,Lc02,3962.1,A171,A200,Us610,Hg02,Fm03,Rs06,88.806,0.108,0.387,84.869,0.103,0.877,99.83,95.213,918,0,1,1,2886,0,0,1,695,0,1,1,735,0,1,1,6904,0,0,0,1515,0,0,1,1538,0,0,2,16674,0,0,0,8983,0,0,0,4132,0,0,0,5691,0,0,0,821,0,4,4,609,0,4,63,4951,0,0,0,548,0,4,12,328,1,1,1,6778,0,0,0,6720,0,0,0,UQC001(1)/UIA200(2)/UEA110(1)/UMZ100(1)
4479031026112790000,2019,5,26999,7501.2,15100,Re1,Lc02,7501.2,A171,A264,Us610,Hg02,Fm03,Rs08,94.845,0.101,0.627,92.31,0.142,0.71,103.79,99.652,1601,0,0,1,3542,0,0,0,1388,0,0,1,1430,0,0,1,6690,0,0,0,2218,0,0,1,1965,0,0,2,16332,0,0,0,9156,0,0,0,3455,0,0,0,5861,0,0,0,1502,0,0,4,464,1,7,74,4891,0,0,0,839,0,1,5,763,0,1,1,6541,0,0,0,6518,0,0,0,UQB100(2)/UEA110(2)/UQC001(2)/UMZ100(1)
4479031027110700004,2016,3,25929,4936.4,13000,Re1,Lc02,4936.4,A171,A200,Us610,Hg02,Fm03,Rs08,90.004,0.283,0.521,85.746,0.184,0.401,97.5,95.393,2544,0,0,1,3446,0,0,0,2326,0,0,1,2366,0,0,1,6837,0,0,0,3136,0,0,0,1019,0,0,1,16223,0,0,0,8557,0,0,0,2759,0,0,1,6345,0,0,0,2446,0,0,4,338,1,8,81,4643,0,0,0,1550,0,0,6,1712,0,0,1,6658,0,0,0,6684,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4479031027110430002,2020,6,25000,5037.0,15600,Re1,Lc02,5037,A171,A200,Us610,Hg02,Fm03,Rs08,95.919,0.198,0.531,93.854,0.185,0.751,102.48,99.71,3882,0,0,0,2174,0,0,1,3671,0,0,0,3712,0,0,0,6824,0,0,0,4492,0,0,0,413,1,1,1,15716,0,0,0,7300,0,0,0,1722,0,0,1,5057,0,0,0,3387,0,0,0,423,2,8,84,5055,0,0,0,1007,0,0,4,3020,0,0,0,6606,0,0,0,6679,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4479031028108890003,2014,2,23922,3344.2,12500,Re1,Lc02,3344.2,A171,A200,Us610,Hg02,Fm03,Rs08,88.098,0.066,0.139,83.103,0.075,0.147,104.78,93.98,4523,0,0,0,1527,0,0,1,4308,0,0,0,4349,0,0,0,7121,0,0,0,5122,0,0,0,973,0,1,1,15743,0,0,0,6714,0,0,0,1668,0,0,1,4405,0,0,0,3469,0,0,0,458,1,12,82,5146,0,0,0,388,1,1,3,3667,0,0,0,6902,0,0,0,6982,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4481032032108900002,2018,8,37197,3226.0,17700,Re1,Lc02,3226,A171,A200,Us610,Hg02,Fm02,Rs10,92.516,0.181,1.335,91.209,0.164,1.774,104.32,99.462,3013,0,0,0,585,0,1,2,3030,0,0,0,3034,0,0,0,6280,0,0,0,6385,0,0,0,2106,0,0,2,15565,0,0,0,5180,0,0,0,2176,0,0,1,2876,0,0,1,2885,0,0,4,616,0,5,79,4539,0,0,0,367,2,2,9,3105,0,0,0,7515,0,0,0,7610,0,0,0,UQC001(1)/UEA110(1)/UMZ100(1)
4481032031103080002,2015,12,23303,1931.0,25200,Re1,Lc01,1931,A164,A200,Us510,Hg03,Fm04,Rs08,87.873,0.167,1.403,85.403,0.185,1.512,98.09,95.07,2193,0,0,1,1359,0,0,3,2231,0,0,1,2234,0,0,2,5784,0,0,0,5908,0,0,0,1317,0,0,2,15397,0,0,0,4201,0,0,0,2091,0,0,3,2061,0,0,2,2076,0,0,5,197,2,3,78,4188,0,0,0,1280,0,0,24,2298,0,0,1,7918,0,0,0,8020,0,0,0,UQC001(3)/UEA120(3)/UMZ100(1)/UQB100(1)
4481032031200130000,2016,7,1368,21917.0,1720,Re2,Lc05,21917,A171,A264,Us720,Hg03,Fm07,Rs12,88.742,0.136,0.988,86.309,0.171,1.061,97.98,95.431,1725,0,0,1,1627,0,0,3,1790,0,0,1,1791,0,0,2,5439,0,0,0,5576,0,0,0,1057,0,0,5,15258,0,0,0,3408,0,0,0,1288,0,0,2,1614,0,0,2,1635,0,0,5,445,1,4,66,4016,0,0,0,1016,0,0,27,1839,0,0,1,8274,0,0,0,8381,0,0,0,UFM200(2)/UQB100(2)/UFM110(2)/UEG100(3)/UQC001(2)
4481032024101940000,2020,6,30232,5557.0,29600,Re1,Lc02,5557,A163,A200,Us610,Hg02,Fm07,Rs06,95.437,0.232,0.62,93.854,0.185,0.751,102.48,99.71,1961,0,0,1,1953,0,0,2,2058,0,0,1,2055,0,0,2,4828,0,0,0,4987,0,0,0,1457,0,0,7,14234,0,0,0,1929,0,0,1,203,2,2,2,1946,0,0,2,1971,0,0,5,181,3,6,64,3133,0,0,0,1355,0,0,30,1872,0,0,4,7955,0,0,0,7791,0,0,0,UIA200(2)/UQS121(2)/UIA100(2)/UQB200(1)/UQC001(3)/UEA110(3)/UMZ100(1)
4481032025107840003,2020,1,4741,3480.0,2420,Re1,Lc05,3480,A162,A200,Us720,Hg03,Fm07,Rs12,94.944,0.1,0.1,93.274,0.128,0.128,104.08,100.09,2076,0,0,1,2117,0,0,2,2167,0,0,1,2162,0,0,2,5154,0,0,0,4910,0,0,0,787,0,2,7,13983,0,0,0,1390,0,0,1,956,0,2,2,2079,0,0,2,2118,0,0,5,563,0,4,67,2385,0,0,1,657,0,3,31,1333,0,0,4,7210,0,0,0,7018,0,0,0,UIA200(2)/UFM200(1)/UIA100(3)/UQC001(3)/UEA110(3)/UQS116(3)/UMZ100(1)/UQB300(1)
4481034032102980000,2013,5,21126,3408.0,14700,Re1,Lc01,3408,A163,A200,Us510,Hg02,Fm07,Rs12,85.494,0.073,0.455,82.619,0.063,0.336,104.57,92.823,2873,0,0,2,3299,0,0,0,3063,0,0,0,3268,0,0,0,3075,0,0,0,3299,0,0,0,2271,0,0,6,12534,0,0,0,2209,0,0,1,3728,0,0,0,2780,0,0,1,781,0,1,1,232,3,9,66,2018,0,0,2,1179,0,0,10,2222,0,0,3,4206,0,0,0,4004,0,0,0,UMZ100(1)/UQB300(3)/UQB200(1)/UFM200(3)
4481034033200010007,2017,1,3025,9917.0,2840,Re2,Lc05,9917,A171,A262,Us720,Hg03,Fm07,Rs12,89.52,0.139,0.139,87.14,0.134,0.134,101.35,97.366,3209,0,0,0,2560,0,0,5,3013,0,0,0,2486,0,0,1,2179,0,0,1,2515,0,0,7,3116,0,0,0,11821,0,0,0,2476,0,0,2,2890,0,0,1,3086,0,0,0,902,0,1,2,470,1,11,59,2410,0,0,3,1326,0,0,49,2342,0,0,7,3203,0,0,0,3022,0,0,0,UFM200(2)/UFM110(2)/UQB300(2)/UQC001(2)/UMZ100(1)
4481025023102010003,2020,8,30621,7511.0,40300,Re1,Lc03,7511,A143,A200,Us520,Hg03,Fm07,Rs12,95.852,0.154,1.058,94.276,0.219,1.203,103.22,100.19,1835,0,0,4,639,0,7,33,1011,0,0,15,1015,0,0,8,477,1,3,61,724,0,6,36,1206,0,0,9,11399,0,0,0,560,0,2,28,689,0,2,6,885,0,2,28,715,0,3,12,347,1,4,45,456,1,3,24,372,3,88,442,421,1,15,72,1026,0,0,46,823,0,1,25,UQA430(1)/UMZ100(1)/UQA001(1)/UFM200(3)
4481025024200590004,2022,5,15449,6149.0,6300,Re2,Lc05,6149,A143,A200,Us720,Hg03,Fm05,Rs10,99.299,0.166,0.86,98.817,0.218,1.077,119.43,107.5,1454,0,0,4,638,0,9,38,737,0,4,18,997,0,1,9,676,0,6,66,526,0,10,37,736,0,1,11,11012,0,0,0,698,0,12,30,480,1,4,6,698,0,6,31,660,0,7,12,501,0,4,40,591,0,6,26,412,9,131,481,414,1,28,77,664,0,22,47,568,0,10,25,UMZ100(1)/UFM200(1)/UQA001(1)/UQA430(1)
